"latitude","roomsPop","bedsPop","popHouses","housingMedianAge","households","medianIncome","oceanProximity","medianHouseValue"
0.55157529132862,-0.086566982832439,-0.659005045532629,0.512961041351772,-0.910764777413692,0.321661199871736,0.327782860470997,1.73948742832092,-118855.816908915
1.43174471937307,0.0568004074954615,-0.335011760944779,0.084641154463855,0.250394884178006,-0.0305304531612711,-0.414444679450527,1.22855661483579,-119855.816908915
1.35683668294375,-0.233284140789944,-0.562892539982746,0.442039181919811,0.679497668725707,-0.106636828599036,-0.547878252509251,1.10547013407698,-135655.816908915
1.43174471937307,-0.14605905980207,-0.387217793657615,0.124279726361019,-0.797090110369541,0.395845484151406,-0.0447257772160202,1.24969499461256,-94155.8169089147
0.804389914277557,-1.04056587527396,-0.741031269670733,0.792846853484045,0.944196628249122,-0.140600195396772,-0.563563934864872,-0.577662304209823,-53555.8169089147
-0.745270089353895,0.0278083291838056,-0.753933392684597,0.642851852186308,-0.404057105404611,-0.324392263715071,0.397052518121995,0.584212563113259,15244.1830910853
1.015068766735,-0.636196083186641,0.652969847016208,-0.537572049374827,-0.404057105404611,0.730335212196979,-1.14630282533159,-0.495950875953102,-91855.8169089147
-0.749951841630726,-0.98343255467145,-0.563524496275381,0.512961041351772,0.902751280395778,0.321661199871736,-0.988445907933913,-0.636143738398724,-81455.8169089147
-0.749951841630726,0.435938937121005,-0.557938426320781,-0.152030387221225,-0.404057105404611,-1.36967939214621,3.68072905527995,0.946873813012155,174944.183091085
-0.913813171319853,0.610096453039165,-0.0973846302520831,-0.0316798750572403,-1.16281487815765,0.0281135228292197,1.75865396501867,-0.498446662483866,104644.183091085
-1.36794314217257,-2.04450888283751,-1.6163812057835,1.74870902483703,0.679497668725707,-0.277126519952736,-1.07676998509073,-1.70985994421696,-125355.816908915
-0.852950391721033,0.242990960071799,-0.110348040784471,0.169314606300911,-0.0829257578277782,0.205192757113411,0.0812334102906964,0.0285946136554761,33844.1830910853
-0.670362052924578,0.280383319740627,-0.0997175639588517,-0.109673166347939,0.631238594713984,-1.46715833471797,0.588438897467762,-0.0472255557663858,122044.183091085
1.3193826647291,0.246590167035501,-0.639626935616407,0.441506786485252,-0.910764777413692,0.94980977138013,0.521327337053611,0.620108249320621,-60455.8169089147
-0.731224832523398,1.1704676761387,0.717408620446597,-0.981098682740755,1.27892917094404,-0.903985951563599,0.713871719794759,0.62956847667176,-45855.8169089147
-0.576727007387937,0.413078646915417,1.23561728322278,-1.52114076699349,-0.0110241004396807,0.205192757113411,-0.408917845063479,-0.651879264746353,105644.183091085
-0.623544530156259,-0.974326625711024,-0.883362711282124,0.663947539240863,0.679497668725707,-0.260337080114876,-0.141261151176454,0.102757430848548,-45055.8169089147
-0.773360603014889,1.13732038420274,1.09119166759812,-1.47684404794509,-0.494402345089814,1.85170725702641,1.93277556646966,-1.48088782965865,144844.183091085
-0.679725557478244,-0.763509769012788,-0.247557527731805,0.42942258804473,0.581619932818945,0.0778441125645634,-0.217057737055965,-0.358081895638361,46344.1830910853
-0.754633593907557,-0.542276150636363,-0.322538530982588,0.360180364589665,1.24472720279334,0.122678539469805,-0.968654577176484,-0.476064232212191,-73455.8169089147
-0.735906584800229,-2.66785708552991,-2.1425397407573,2.2967749424083,-0.0110241004396807,-0.391604121947197,-0.446184499787573,0.27841666261116,-64855.8169089147
-0.735906584800229,-1.20651885010071,-1.3686578497635,1.6311223462678,0.367861470911429,0.310726273448448,-0.331278981054952,0.378860333475616,-51355.8169089147
1.63774181955369,0.676719668081972,1.00095135189751,-0.434825107876601,-0.910764777413692,-0.285599371830123,-1.17577927539584,0.884276463943615,-120355.816908915
0.935478978028859,-0.672719569425214,-1.18046636126174,0.982165108717803,0.530562850251574,-0.333164800486641,0.0852337856565595,-0.750704460206843,-42155.8169089147
-0.745270089353895,-2.11480623470583,-1.97483457980138,2.08808148533385,1.02427159967891,-0.687985582327118,-0.889594527182716,0.0582269813385592,-71955.8169089147
-0.277094861670677,-0.654834508248347,-0.681416389405208,0.997742161053043,0.250394884178006,-0.632071002278015,-0.491188722653533,-0.402961770182687,-62055.8169089147
-0.913813171319853,0.504651728795724,-0.138540340358579,-0.0635088833177295,0.47798145256061,0.110018357956173,0.630758657917156,-0.21433253106733,57344.1830910853
